name,province,contact,map,lat,lon,tel
ตีรันฟันทอย,กรุงเทพมหานคร,https://www.facebook.com/TeaRunFunToy,"https://www.google.com/maps/place/%E0%B8%95%E0%B8%B5%E0%B8%A3%E0%B8%B1%E0%B8%99%E0%B8%9F%E0%B8%B1%E0%B8%99%E0%B8%97%E0%B8%AD%E0%B8%A2+%E0%B8%9A%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%94%E0%B9%80%E0%B8%81%E0%B8%A1+-+Tea+Run+Fun+Toy+Board+Game+Cafe/@13.7814842,100.5715787,17z/data=!3m1!4b1!4m6!3m5!1s0x30e29c2b29bbf0eb:0x5f9bef92590b2448!8m2!3d13.781479!4d100.574159!16s%2Fg%2F11g70vvl1q?hl=th-TH&entry=ttu",13.7814842,100.5715787,0020873939
พยัคฆ์อรุณ,กรุงเทพมหานคร,https://www.facebook.com/payakarunboardgame,"https://www.google.com/maps/place/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B8%9E%E0%B8%A2%E0%B8%B1%E0%B8%84%E0%B8%86%E0%B9%8C%E0%B8%AD%E0%B8%A3%E0%B8%B8%E0%B8%93+%E0%B8%9A%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%94%E0%B9%80%E0%B8%81%E0%B8%A1/@13.6851652,100.3403612,17z/data=!3m1!4b1!4m6!3m5!1s0x30e2bfe151033c87:0xc9437fb868b19ed5!8m2!3d13.68516!4d100.3429415!16s%2Fg%2F11fv4xsjb4?hl=th-TH&entry=ttu",13.6851652,100.3403612,0866979392
Tao Ka Den,กาญจนบุรี,https://www.facebook.com/people/TAO-KA-DEN/100063600997103/?mibextid=LQQJ4d,"https://maps.apple.com/?address=247%20%E0%B8%96%E0%B8%99%E0%B8%99%E0%B9%81%E0%B8%AA%E0%B8%87%E0%B8%8A%E0%B8%B9%E0%B9%82%E0%B8%95%20%E0%B8%AD%E0%B8%B3%E0%B9%80%E0%B8%A0%E0%B8%AD%E0%B9%80%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%87%E0%B8%81%E0%B8%B2%E0%B8%8D%E0%B8%88%E0%B8%99%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5%20%E0%B8%88.%E0%B8%81%E0%B8%B2%E0%B8%8D%E0%B8%88%E0%B8%99%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5%2071000%20%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%97%E0%B8%A8%E0%B9%84%E0%B8%97%E0%B8%A2&auid=18305483763107191177&ll=14.024736,99.531545&lsp=9902&q=%E0%B9%80%E0%B8%95%E0%B9%88%E0%B8%B2%E0%B8%81%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%94%E0%B9%87%E0%B8%99&t=m",14.0246196,99.5313783,0970893501
Board Game Everyday Cafe,ขอนแก่น,https://www.facebook.com/BoardGameEverydayCafe,"https://www.google.com/maps/place/Board+Game+Everyday+Cafe+Khon+Kaen+(%E0%B8%9A%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%94%E0%B9%80%E0%B8%81%E0%B8%A1%E0%B8%88%E0%B8%B1%E0%B8%87%E0%B8%AB%E0%B8%A7%E0%B8%B1%E0%B8%94%E0%B8%82%E0%B8%AD%E0%B8%99%E0%B9%81%E0%B8%81%E0%B9%88%E0%B8%99)/@16.4801233,102.8154237,17z/data=!3m1!4b1!4m6!3m5!1s0x31228b97972d98f1:0x6966cf9c9b3e7fae!8m2!3d16.4801182!4d102.818004!16s%2Fg%2F11h_4v0g2y?hl=th-TH&entry=ttu",16.4801233,102.8154237,0914148423
NTER board game cafe’,ขอนแก่น,https://www.facebook.com/NTER-board-game-cafe-109051738325218 ,"https://www.google.com/maps/place/NTER+%E0%B8%9A%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%94%E0%B9%80%E0%B8%81%E0%B8%A1%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88/@16.4343389,102.8304362,17z/data=!3m1!4b1!4m6!3m5!1s0x31228bdf2cd62fb3:0xa266bc09c48a2098!8m2!3d16.4343338!4d102.8330165!16s%2Fg%2F11pkxmt_78?hl=th-TH&entry=ttu",16.4343389,102.8304362,0805359565
ร้านกริชบอร์ดเกม,ชัยนาท,https://www.facebook.com/kritboardgame/?locale=th_TH,"https://www.google.com/maps/place/%E0%B8%81%E0%B8%A3%E0%B8%B4%E0%B8%8A%E0%B8%9A%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%94%E0%B9%80%E0%B8%81%E0%B8%A1/@15.1753462,100.1260404,19z/data=!4m10!1m2!2m1!1z4LiB4Lij4Li04LiK4Lia4Lit4Lij4LmM4LiU4LmA4LiB4LihIA!3m6!1s0x30e1bd0035bf7991:0x68597313316a0de9!8m2!3d15.1755996!4d100.1268021!15sCiTguIHguKPguLTguIrguJrguK3guKPguYzguJTguYDguIHguKFaKCIm4LiB4Lij4Li04LiKIOC4muC4reC4o-C5jOC4lCDguYDguIHguKGSAQ1ncm9jZXJ5X3N0b3Jl4AEA!16s%2Fg%2F11h1j1sv6p?hl=th-TH&entry=ttu",15.1753462,100.1260404,0847015601
Camello boardgame cafe,เชียงใหม่,https://www.facebook.com/Camello-Boardgame-Caf%C3%A9-106507047776088/,"https://www.google.com/maps/place/Camello-Boardgame+Cafe/@18.7245718,98.9464103,17z/data=!3m1!4b1!4m6!3m5!1s0x30da31c6d8992911:0xc1b454d336d59ce0!8m2!3d18.7245667!4d98.9489906!16s%2Fg%2F11jp609r5j?hl=th-TH&entry=ttu",18.7245718,98.9464103,0629291998
CHUBB CAT Board Game,เชียงใหม่,https://www.facebook.com/chubbcatboardgame,"https://www.google.com/maps/place/CHUBBCAT+Boardgame/@18.7903188,98.9538077,17z/data=!3m1!4b1!4m6!3m5!1s0x30da3a70932fe96f:0x36ce5653e6416cb0!8m2!3d18.7903137!4d98.956388!16s%2Fg%2F11bwd34_rn?hl=th-TH&entry=ttu",18.7903188,98.9538077,0956760175
Hooman boardgame house,เชียงใหม่,https://www.facebook.com/hoomanboardgamehouse/,"https://www.google.com/maps/place/Hooman+boardgame+house/@18.77848,98.9919942,17z/data=!3m1!4b1!4m6!3m5!1s0x30da3af25a6fe2c7:0x6105f8ae06ec4aab!8m2!3d18.7784749!4d98.9945745!16s%2Fg%2F11fyzcg71x?hl=th-TH&entry=ttu",18.77848,98.9919942,0840478630
Sit The Seat,เชียงใหม่,https://www.facebook.com/sittheseat/,"https://www.google.com/maps/place/Sit+The+Seat/@18.8105207,99.0698711,17z/data=!3m1!4b1!4m6!3m5!1s0x30da2569b4ea3ba1:0x75bd80112076b6ed!8m2!3d18.8105156!4d99.0724514!16s%2Fg%2F11gjp5b55q?hl=th-TH&entry=ttu",18.8105207,99.0698711,0979184111
TIme to Table,เชียงใหม่,https://web.facebook.com/goodtimetotable,"https://www.google.co.th/maps/place/Time+to+Table+Board+Games+Cafe/@18.7988185,98.9771684,17z/data=!3m1!4b1!4m6!3m5!1s0x30da3bdc0fbfa2ab:0x58e07fc2533f63aa!8m2!3d18.7988134!4d98.9797433!16s%2Fg%2F11g0tlq806?entry=ttu",18.7988185,98.9771684,0897568398
Lanlalen ลานละเล่น บอร์ดเกม คาเฟ่,นครปฐม,https://www.facebook.com/lanlalencafe/?locale=th_TH,"https://www.google.co.th/maps/place/%E0%B8%A5%E0%B8%B2%E0%B8%99%E0%B8%A5%E0%B8%B0%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%99/@13.7945357,100.3263915,19z/data=!4m10!1m2!2m1!1zTGFubGFsZW4g4Lil4Liy4LiZ4Lil4Liw4LmA4Lil4LmI4LiZIA!3m6!1s0x30e293f4ac79e893:0x66fb30deae9c1ae0!8m2!3d13.7945357!4d100.3275824!15sCiRMYW5sYWxlbiDguKXguLLguJnguKXguLDguYDguKXguYjguJmSAQ9ib2FyZF9nYW1lX2NsdWLgAQA!16s%2Fg%2F119v0lmnt?entry=ttu",13.7945357,100.3263915,0818501453
เวลาลงเล่น boardgames society,นครปฐม,https://www.facebook.com/velalonglen,"https://www.google.co.th/maps/place/%E0%B9%80%E0%B8%A7%E0%B8%A5%E0%B8%B2%E0%B8%A5%E0%B8%87%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%99+Boardgames+Society/@13.8098959,100.0399055,17z/data=!3m1!4b1!4m6!3m5!%E0%B8%9F:0x1119417270d52619!8m2!3d13.8098907!4d100.0424804!16s%2Fg%2F11h_17n9lt?entry=ttu",13.8098959,100.0399055,0985546916
Bewitched Boardgame Cafe,นครราชสีมา,https://www.facebook.com/bewitched.bg,"https://www.google.co.th/maps/place/Bewitched+Boardgame+Cafe+%E0%B8%AA%E0%B8%B2%E0%B8%82%E0%B8%B2+Terminal+21/@14.9822839,102.0858027,17z/data=!4m10!1m2!2m1!1sBewitched+boardgame+cafe+!3m6!1s0x31194d0d9328c65b:0x626e0bea478e6116!8m2!3d14.9816465!4d102.0901264!15sChhCZXdpdGNoZWQgYm9hcmRnYW1lIGNhZmWSAQ9ib2FyZF9nYW1lX2NsdWLgAQA!16s%2Fg%2F11h8lwc886?entry=ttu",14.9822839,102.0858027,0885844824
Hobby Boardgame Cafe,นนทบุรี,https://www.facebook.com/hobbyboardgamecafe?mibextid=ZbWKwL,"https://www.google.co.th/maps/place/Hobby+Boardgame+Cafe/@13.8753024,97.9924388,8z/data=!4m10!1m2!2m1!1sHobby+Board+Game+Cafe'+!3m6!1s0x30e285bb4d55e533:0xd62e2b1fc5726d4e!8m2!3d13.8753024!4d100.4314036!15sChZIb2JieSBCb2FyZCBHYW1lIENhZmUnkgEPYm9hcmRfZ2FtZV9jbHVi4AEA!16s%2Fg%2F11r2fd2kbg?entry=ttu",13.8753024,97.9924388,0892046782
ไอติมลุงต๋อง & Boardgame Cafe,นราธิวาส,https://www.facebook.com/people/%E0%B9%84%E0%B8%AD%E0%B8%95%E0%B8%B4%E0%B8%A1%E0%B8%A5%E0%B8%B8%E0%B8%87%E0%B8%95%E0%B9%8B%E0%B8%AD%E0%B8%87-Boardgame-Cafe/100056213125954/,"https://www.google.co.th/maps/place/%E0%B9%84%E0%B8%AD%E0%B8%95%E0%B8%B4%E0%B8%A1%E0%B8%A5%E0%B8%B8%E0%B8%87%E0%B8%95%E0%B9%8B%E0%B8%AD%E0%B8%87+%26+Board+Game+Cafe/@6.0217826,101.9598125,17z/data=!3m1!4b1!4m6!3m5!1s0x31b41bb3a0b01f93:0x571ad0ceb79c7b7e!8m2!3d6.0217773!4d101.9623874!16s%2Fg%2F11f6f_b33c?entry=ttu",6.0217826,101.9598125,0073612636
Lunar cafe Zpell future park rangsit,ปทุมธานี,https://www.facebook.com/lunarcafefuture?mibextid=LQQJ4d,"https://www.google.co.th/maps/place/Lunar+Caf%C3%A9+by+Usagi+Ice/@13.9879668,100.6164732,17z/data=!3m1!4b1!4m6!3m5!1s0x30e2811e14328dc9:0x56162dc0992b0b1c!8m2!3d13.9879616!4d100.6190481!16s%2Fg%2F11tdcys2_8?entry=ttu",13.9879668,100.6164732,0970755115
OnBoard Cafe,ปทุมธานี,https://www.facebook.com/onboardthailand/,"https://www.google.com/maps/place/OnBoard+Caf%C3%A9/@14.0411817,100.6054183,17z/data=!3m1!4b1!4m6!3m5!1s0x311d7df734f88701:0x39f56b0f5cb543ec!8m2!3d14.0411765!4d100.6079986!16s%2Fg%2F11ck8yj9pp?hl=en-TH&entry=ttu",14.0411817,100.6054183,0960825668
Owl Cha ม.รังสิต,ปทุมธานี,http://www.facebook.com/owlcha.rsu,"https://www.google.com/maps/place/OWL+CHA+%E0%B8%A1.%E0%B8%A3%E0%B8%B1%E0%B8%87%E0%B8%AA%E0%B8%B4%E0%B8%95/@13.9624944,100.5851737,20z/data=!4m6!3m5!1s0x30e2818e77888021:0x20fe8db42267ea0!8m2!3d13.9625747!4d100.5854374!16s%2Fg%2F11r6tfkm38?hl=en-TH&entry=ttu",13.9624944,100.5851737,0808108909
Friendzone Board Game,พิษณุโลก,https://www.facebook.com/FZboardgame,"https://www.google.com/maps/place/Friendzone+Boardgame+x+Mana+Freak/@16.8117785,100.2601572,17z/data=!3m1!4b1!4m6!3m5!1s0x30df97609bdb0423:0x73d8cc5586f7f72a!8m2!3d16.8117734!4d100.2627375!16s%2Fg%2F11gtz09fbn?hl=en-TH&entry=ttu",16.8117785,100.2601572,0811817700
โอน้อย​ออก​บอร์ด​เกม​คาเฟ่​,มหาสารคาม,https://www.facebook.com/O.Noi.Ook.BoardGame/,"https://www.google.com/maps/place/%E0%B8%A3%E0%B9%89%E0%B8%B2%E0%B8%99%E0%B9%82%E0%B8%AD%E0%B8%99%E0%B9%89%E0%B8%AD%E0%B8%A2%E0%B8%AD%E0%B8%AD%E0%B8%81+%E0%B8%9A%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%94%E0%B9%80%E0%B8%81%E0%B8%A1%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88+%E0%B8%AA%E0%B8%B2%E0%B8%A1%E0%B9%81%E0%B8%A2%E0%B8%81%E0%B8%81%E0%B8%B2%E0%B8%AC%E0%B8%AA%E0%B8%B4%E0%B8%99%E0%B8%98%E0%B8%B8%E0%B9%8C/@16.2016382,103.2744183,18z/data=!4m10!1m2!2m1!1z4LmC4Lit4LiZ4LmJ4Lit4Lii4Lit4Lit4LiBIEJvYXJkIEdhbWUgQ2FmZScg!3m6!1s0x3122a696c61931ed:0xb918659630f35a1d!8m2!3d16.2014878!4d103.2764029!15sCizguYLguK3guJnguYnguK3guKLguK3guK3guIEgQm9hcmQgR2FtZSBDYWZlJ5IBD2JvYXJkX2dhbWVfY2x1YuABAA!16s%2Fg%2F11c1vkk4y3?hl=en-TH&entry=ttu",16.2016382,103.2744183,0815651250
กินเล่น Eat & Play,ราชบุรี,https://www.facebook.com/people/%E0%B8%81%E0%B8%B4%E0%B8%99%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%99-Eat-Play/100057495757456/,"https://www.google.com/maps/place/%E0%B8%81%E0%B8%B4%E0%B8%99%E0%B9%80%E0%B8%A5%E0%B9%88%E0%B8%99+EAT%26PLAY/@13.6947623,99.9219822,18z/data=!4m6!3m5!1s0x30e2dfb78b709de5:0xa16e430cf6c2f729!8m2!3d13.6942594!4d99.9239912!16s%2Fg%2F11hz7gpthv?hl=en-TH&entry=ttu",13.6947623,99.9219822,0633926287
ซน ดิ คอฟฟี่,ลพบุรี,https://facebook.com/zondecoffee/,"https://www.google.com/maps/place/ZON+de%E2%80%99+Coffee/@14.7865719,100.6338936,18z/data=!4m6!3m5!1s0x311e0009c100233d:0xc6aad2b1a3418de4!8m2!3d14.7870309!4d100.6350711!16s%2Fg%2F1tlvl_rd?hl=en-TH&entry=ttu",14.7865719,100.6338936,0036421092
Library house,สงขลา,https://www.facebook.com/library.chill/,"https://www.google.com/maps/place/Library+House+Board+Game+Cafe/@6.9978676,100.4821539,18z/data=!4m10!1m2!2m1!1sLibrary+house+%26+Boardgame+cafe+!3m6!1s0x304d284ab584e813:0x809a9b71d527c803!8m2!3d6.9980435!4d100.4838222!15sCh5MaWJyYXJ5IGhvdXNlICYgQm9hcmRnYW1lIGNhZmVaICIebGlicmFyeSBob3VzZSAmIGJvYXJkZ2FtZSBjYWZlkgELY29mZmVlX3Nob3DgAQA!16s%2Fg%2F11b8zj22t9?hl=en-TH&entry=ttu",6.9978676,100.4821539,0825588166
Playเพลิน​ Board Game Cafe,สงขลา,https://www.facebook.com/PlayplearnBoardgame/?ref=bookmarks,"https://www.google.com/maps/place/Play+Plearn+board+game+cafe/@6.9979791,100.4798389,18z/data=!3m1!4b1!4m6!3m5!1s0x304d28483ed2bf4f:0x837c48c4908306f!8m2!3d6.9979764!4d100.481129!16s%2Fg%2F11fy4jtz2w?hl=en-TH&entry=ttu",6.9979791,100.4798389,0658968696
Sugar & Boardgame,สมุทรสาคร,https://www.facebook.com/profile.php?id=100084438977137,"https://www.google.com/maps/place/Sugar+%26+Board+Game/@13.7062393,100.3019226,17z/data=!3m1!4b1!4m6!3m5!1s0x30e2954bcf6c3ee9:0x202b410f7caffd84!8m2!3d13.7062341!4d100.3045029!16s%2Fg%2F11ry7qms2y?hl=en-TH&entry=ttu",13.7062393,100.3019226,0984634924
MegaMoo! Boardgame Cafe - เมกะมู่! บอร์ดเกมคาเฟ่,อุดรธานี,https://www.facebook.com/megamoo.boardgame,"https://www.google.com/maps/place/MegaMoo!+Boardgame+Cafe+-+%E0%B9%80%E0%B8%A1%E0%B8%81%E0%B8%B0%E0%B8%A1%E0%B8%B9%E0%B9%88!+%E0%B8%9A%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%94%E0%B9%80%E0%B8%81%E0%B8%A1%E0%B8%84%E0%B8%B2%E0%B9%80%E0%B8%9F%E0%B9%88/@17.4077822,102.7739218,17z/data=!3m1!4b1!4m6!3m5!1s0x31239d965e3c8e43:0xb09c894489a99d21!8m2!3d17.4077771!4d102.7765021!16s%2Fg%2F11s2plpkln?hl=en-TH&entry=ttu",17.4077822,102.7739218,0956726272
ลิตเติ้ลวู้ดส์บอร์ดเกม,อุบลราชธานี,https://www.facebook.com/LittleWoodsGame/,"https://www.google.com/maps/place/%E0%B8%A5%E0%B8%B4%E0%B8%95%E0%B9%80%E0%B8%95%E0%B8%B4%E0%B9%89%E0%B8%A5%E0%B8%A7%E0%B8%B9%E0%B9%89%E0%B8%94%E0%B8%AA%E0%B9%8C%E0%B8%9A%E0%B8%AD%E0%B8%A3%E0%B9%8C%E0%B8%94%E0%B9%80%E0%B8%81%E0%B8%A1/@15.2335563,104.8355258,17z/data=!3m1!4b1!4m6!3m5!1s0x311689255a2ee52b:0xe85cc193a4acd82c!8m2!3d15.2335511!4d104.8381061!16s%2Fg%2F11j7v9xx9r?hl=en-TH&entry=ttu",15.2335563,104.8355258,0848888401
